20161202 125535410,1.06763,1.06745,0
20161202 125537647,1.06768,1.0675,0
20161202 125540695,1.06765,1.06748,0
20161202 125542348,1.06767,1.06751,0
20161202 125549337,1.06766,1.06748,0
20161202 125554375,1.06763,1.06746,0
20161202 125557411,1.0676,1.06744,0
20161202 125559587,1.06757,1.06741,0
20161202 125602468,1.06755,1.06738,0
20161202 125603117,1.06751,1.06735,0
20161202 125604814,1.06756,1.06738,0
20161202 125606084,1.06753,1.06735,0
20161202 125609750,1.06758,1.06739,0
20161202 125612486,1.06759,1.06742,0
20161202 125614128,1.06762,1.06745,0
20161202 125616248,1.06759,1.06743,0
20161202 125616426,1.06761,1.06745,0
20161202 125621109,1.06759,1.06742,0
20161202 125621255,1.06761,1.06745,0
20161202 125630028,1.06759,1.06743,0
20161202 125630244,1.06762,1.06745,0
20161202 125639347,1.06761,1.06745,0
20161202 125645091,1.06759,1.06743,0
20161202 125645322,1.06756,1.0674,0
20161202 125705669,1.06759,1.06742,0
20161202 125705962,1.06762,1.06746,0
20161202 125706358,1.06762,1.06744,0
20161202 125706618,1.0676,1.06744,0
20161202 125708383,1.06763,1.06745,0
20161202 125710961,1.06765,1.06748,0
20161202 125718144,1.06762,1.06745,0
20161202 125724623,1.06762,1.06745,0
20161202 125733116,1.06759,1.06743,0
20161202 125733248,1.06761,1.06745,0
20161202 125737019,1.06759,1.06742,0
20161202 125737331,1.06762,1.06745,0
20161202 125741190,1.06765,1.06748,0
20161202 125742869,1.06762,1.06746,0
20161202 125751131,1.0676,1.06743,0
20161202 125751286,1.0676,1.06743,0
20161202 125751451,1.06763,1.06746,0
20161202 125812145,1.0676,1.06744,0
20161202 125812311,1.06762,1.06746,0
20161202 125815134,1.06761,1.06743,0
20161202 125818252,1.06757,1.06741,0
20161202 125819038,1.06755,1.06737,0
20161202 125821247,1.06751,1.06736,0
20161202 125825258,1.06749,1.06733,0
20161202 125825446,1.06751,1.06735,0
20161202 125830164,1.06749,1.06733,0
20161202 125839145,1.06747,1.0673,0
20161202 125843017,1.06749,1.06733,0
20161202 125851989,1.06751,1.06735,0
20161202 125855431,1.06756,1.06741,0
20161202 125859145,1.06763,1.06745,0
20161202 125900134,1.06761,1.06745,0
20161202 125902182,1.06764,1.06747,0
20161202 125904079,1.06766,1.0675,0
20161202 125909148,1.06762,1.06748,0
20161202 125909447,1.06761,1.06745,0
20161202 125911004,1.06766,1.06749,0
20161202 125924587,1.06769,1.06752,0
20161202 125931845,1.06766,1.06749,0
20161202 125934557,1.06768,1.06752,0
20161202 125934840,1.06771,1.06755,0
20161202 125940706,1.06769,1.06752,0
20161202 125942291,1.06766,1.06749,0
20161202 125950919,1.06766,1.06749,0
20161202 125951012,1.06763,1.06748,0
20161202 125951523,1.06766,1.06749,0
20161202 125952558,1.06763,1.06748,0
20161202 125955098,1.06759,1.06742,0
20161202 125955357,1.06762,1.06745,0
20161202 125957460,1.06759,1.06742,0
20161202 125957933,1.06757,1.0674,0
20161202 130001138,1.06762,1.06744,0
20161202 130001586,1.06758,1.06741,0
20161202 130002246,1.06759,1.06743,0
20161202 130003104,1.06765,1.06747,0
20161202 130003212,1.06768,1.06751,0
20161202 130005807,1.06765,1.06748,0
20161202 130007587,1.06763,1.06746,0
20161202 130015980,1.06766,1.06748,0
20161202 130017045,1.06766,1.06749,0
20161202 130022029,1.06763,1.06747,0
20161202 130027058,1.06761,1.06743,0
20161202 130027992,1.06762,1.06746,0
20161202 130033621,1.06765,1.06749,0
20161202 130034368,1.06763,1.06747,0
